"fullName","description","createdAgo","pushedAgo","isFork","repoStars","usersStars","leftShare","rightShare","relevance","T1W","T2W","T1M","T3M","T6M","T1Y","T2Y","T5Y","TI","T-36","T-35","T-34","T-33","T-32","T-31","T-30","T-29","T-28","T-27","T-26","T-25","T-24","T-23","T-22","T-21","T-20","T-19","T-18","T-17","T-16","T-15","T-14","T-13","T-12","T-11","T-10","T-9","T-8","T-7","T-6","T-5","T-4","T-3","T-2","T-1","T0"
"pliang279/awesome-multimodal-ml","Reading list for research topics in multimodal machine learning",608.9,10,,1648,114,0.41,11.38,3.76,,3.29,3.29,3.18,2.9,2.72,,,2.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,149,274,358,433,511,569,656,728,798,867,932,1014,1121,1203,1291,1360,1428,1549,1680
"fo40225/tensorflow-windows-wheel","Tensorflow prebuilt binary for Windows",1126.6,39.6,,3188,177,0.64,9.13,3.76,,0.93,1.02,1.67,1.83,2.3,2.85,,2.88,3,23,77,157,240,342,455,547,645,724,843,963,1104,1208,1319,1478,1588,1693,1793,1887,1977,2066,2159,2268,2345,2425,2528,2612,2692,2785,2853,2919,2978,3034,3095,3155,3207
"lucidrains/DALLE-pytorch","Implementation / replication of DALL-E, OpenAI's Text to Image Transformer, in Pytorch",20,10,,1679,115,0.42,11.27,3.75,,27.14,,,,,,,88.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1946
"AtsushiSakai/PythonRobotics","Python sample codes for robotics algorithms.",1771.5,9.6,,11220,407,1.47,5.97,3.74,,4.64,6.67,8.69,9.07,9.21,9.68,,8.53,82,156,525,630,737,839,2590,2898,3159,3387,3611,3902,4154,4383,4680,5121,5496,5808,6074,6314,6544,6875,7241,7626,7854,8136,8389,8710,9026,9299,9561,9837,10121,10423,10731,11014,11329
"pandas-profiling/pandas-profiling","Create HTML profiling reports from pandas DataFrame objects",1842.9,9.5,,6582,285,1.03,7.12,3.74,,1.57,3.12,5.12,6.05,6.62,6.81,3.59,3.58,938,1045,1111,1166,1229,1284,1330,1370,1415,1452,1511,1558,1602,1677,1751,1821,1974,2168,2455,2847,3108,3520,3740,3923,4160,4403,4626,4827,5038,5254,5472,5685,5908,6108,6313,6481,6623
"microsoft/recommenders","Best Practices on Recommendation Systems",859.5,10.9,,8978,350,1.26,6.41,3.73,,2,4.04,5.76,6.64,6.18,11.14,,10.54,0,0,0,0,0,0,0,0,0,3,8,30,846,1792,2575,2891,3291,3515,4192,4484,5935,6156,6372,6562,6723,6836,6947,7118,7308,7507,7765,8048,8257,8452,8685,8855,9012
"hankcs/HanLP","Natural Language Processing for the next decade. Tokenization, Part-of-Speech Tagging, Named Entity Recognition, Syntactic & Semantic Dependency Parsing, Document Classification",2300.6,10.1,,21835,630,2.28,4.75,3.72,,3.79,6.9,9.83,10.01,12.15,15.82,11.57,10.25,5332,5513,5881,6460,6833,7247,7746,8133,8506,8854,9353,9874,10291,10573,11034,11929,12584,13178,13657,14125,14565,15050,16274,17004,17403,17754,18298,18802,19217,19635,20012,20366,20691,20941,21295,21629,21901
"MLEveryday/100-Days-Of-ML-Code","100-Days-Of-ML-Code中文版",904.3,12.5,,16060,514,1.86,5.26,3.72,,1.14,1.97,3.21,3.28,3.94,13.53,,17.77,0,0,0,0,0,0,0,428,2276,2567,2895,3113,6181,7554,8548,9927,10778,11240,12154,12663,13163,13939,14196,14466,14617,14751,14902,15081,15222,15335,15456,15559,15668,15762,15882,15995,16081
"google/mediapipe","Cross-platform, customizable ML solutions for live and streaming media.",592.1,9.2,,10612,389,1.41,6.03,3.71,,5.79,9.21,14.82,15.56,17.55,,,18.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,474,1923,3173,3379,3636,3936,4194,4846,5840,6241,6635,7477,7761,8513,8876,9249,9803,10320,10774
"yzhao062/pyod","A Python Toolbox for Scalable Outlier Detection (Anomaly Detection)",1210,8.8,,4049,204,0.74,8.29,3.7,,2.5,3.58,3.98,3.75,3.49,4.02,,3.36,5,7,9,12,34,167,245,297,340,393,451,616,1106,1361,1569,1773,1883,2000,2125,2259,2367,2467,2567,2683,2770,2851,2938,3023,3113,3203,3359,3495,3616,3682,3788,3935,4101
"dmlc/gluon-nlp","NLP made easy",1027,7.8,,2208,136,0.49,10.13,3.7,,0.07,0.46,0.71,0.81,0.9,1.39,,2.18,0,0,0,269,588,681,742,852,920,973,1037,1130,1194,1254,1365,1438,1488,1546,1614,1659,1715,1747,1796,1828,1879,1915,1942,1966,1997,2024,2059,2082,2115,2142,2174,2193,2221
"cython/cython","The most widely used Python to C compiler",3718.6,10.5,,5790,258,0.93,7.33,3.69,,1.93,2.66,2.67,2.85,2.88,2.9,2.44,1.56,2664,2737,2825,2915,2998,3082,3168,3252,3349,3432,3510,3583,3671,3739,3834,3915,3987,4058,4121,4211,4408,4498,4585,4668,4738,4819,4902,5006,5105,5202,5270,5351,5411,5546,5637,5709,5809
"alteryx/featuretools","An open source python library for automated feature engineering",1235,9.9,,5333,244,0.88,7.53,3.68,,0.86,1.45,1.92,2.16,2.42,3.32,,4.32,614,722,1005,1116,1198,1439,1613,1869,2042,2202,2455,2638,2906,3143,3305,3440,3608,3723,3832,3957,4061,4135,4250,4350,4449,4521,4632,4711,4789,4861,4937,5013,5081,5157,5216,5287,5351
"tensorforce/tensorforce","Tensorforce: a TensorFlow library for applied reinforcement learning",1408.2,26.4,,2839,160,0.58,9.27,3.68,,0.21,0.56,0.66,0.77,0.88,1.05,,2.02,1103,1235,1364,1451,1530,1588,1660,1755,1841,1903,1968,2037,2072,2119,2164,2222,2251,2279,2310,2335,2379,2419,2453,2478,2517,2551,2581,2619,2647,2677,2697,2724,2749,2779,2799,2821,2848
"aimacode/aima-python","Python implementation of algorithms from Russell And Norvig's ""Artificial Intelligence - A Modern Approach""",1819.9,14.9,,5303,243,0.88,7.54,3.68,,1.64,1.94,2.38,2.98,2.79,2.71,,2.96,2198,2316,2449,2565,2639,2703,2779,2862,2978,3069,3143,3234,3326,3408,3519,3620,3689,3729,3771,3832,3944,4039,4142,4203,4285,4363,4434,4521,4603,4689,4758,4838,4959,5084,5163,5242,5353
"halide/Halide","a language for fast, portable data-parallel computation",3100.7,8.9,,4155,206,0.74,8.16,3.67,,0.64,1.15,1.63,1.85,1.81,1.99,1.68,1.34,1960,2065,2125,2185,2233,2288,2339,2387,2433,2501,2552,2617,2705,2757,2827,2888,2963,3032,3110,3158,3227,3294,3371,3429,3496,3546,3596,3665,3707,3767,3818,3861,3928,4007,4061,4120,4165
"academicpages/academicpages.github.io","Github Pages template for academic personal websites, forked from mmistakes/minimal-mistakes",1593.4,10.2,,3714,191,0.69,8.46,3.67,,2.07,2.93,4.02,3.8,3.95,3.54,,2.37,448,492,537,589,626,664,715,765,822,893,981,1053,1128,1204,1304,1411,1494,1578,1662,1753,1866,1985,2073,2157,2271,2396,2515,2634,2757,2876,3018,3127,3240,3343,3463,3621,3771
"deepchem/deepchem","Democratizing Deep-Learning for Drug Discovery, Quantum Chemistry, Materials Science and Biology",1949.9,9.6,,2674,153,0.55,9.41,3.66,,2.07,2.33,2.18,2.34,2.31,1.85,,1.47,750,808,904,946,1003,1051,1088,1127,1158,1201,1238,1276,1318,1360,1412,1457,1508,1547,1589,1631,1666,1712,1755,1790,1827,1864,1918,2032,2107,2173,2243,2316,2391,2471,2531,2598,2758
"wandb/client","🔥 A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.",1403.6,9.7,,2617,151,0.55,9.49,3.66,,1.79,3.95,3.21,2.67,3.46,3.55,,2.1,3,3,3,3,4,5,6,8,9,9,23,26,27,28,29,30,1069,1124,1133,1173,1211,1242,1273,1304,1357,1410,1448,1625,1948,2058,2133,2193,2249,2327,2420,2501,2683
"plaidml/plaidml","PlaidML is a framework for making deep learning work everywhere.",1259.8,9.5,,3975,199,0.72,8.24,3.65,,1,1.58,2.51,2.42,3.26,3.09,,3.33,735,781,815,844,936,988,1052,1223,1328,1409,1516,1594,1720,1828,1919,1988,2088,2175,2263,2354,2453,2530,2612,2702,2781,3016,3214,3298,3396,3467,3532,3593,3686,3743,3844,3925,3991
"pyecharts/pyecharts","🎨 Python Echarts Plotting Library",1313.8,9.5,,10386,376,1.36,5.96,3.64,,2.64,4.14,5.53,5.78,7.2,8.15,,8.07,2026,2150,2372,2632,2834,3027,3218,3451,3685,3850,4032,4262,4433,4554,4738,5055,5463,5785,6110,6444,6728,6967,7242,7513,7752,8010,8302,8609,8881,9104,9328,9553,9727,9877,10068,10256,10432
"benedekrozemberczki/awesome-graph-classification","A collection of important graph embedding, classification and representation learning papers with implementations.",926.4,20.2,,3940,197,0.71,8.22,3.64,,0.5,1.18,1.98,1.82,3.02,5.04,,4.27,0,0,0,0,0,0,3,9,25,79,140,222,259,303,401,459,529,629,1712,2076,2314,2397,2473,2685,2835,2981,3073,3362,3466,3540,3608,3659,3718,3758,3842,3903,3951
"tensorflow/hub","A library for transfer learning by reusing parts of TensorFlow models.",1050.6,8.1,,2681,152,0.55,9.33,3.63,,0.43,0.66,1.06,1.23,1.76,2.02,,2.55,0,0,4,364,476,558,667,785,885,970,1074,1149,1202,1267,1333,1408,1479,1572,1654,1716,1772,1856,1923,1982,2035,2096,2161,2249,2324,2395,2455,2496,2544,2581,2623,2658,2687
"xinghaochen/awesome-hand-pose-estimation","Awesome work on hand pose estimation/tracking",1405.2,9.6,,1783,116,0.42,10.7,3.63,,0.21,0.79,1.26,1.22,1.32,1.5,,1.27,208,230,267,299,349,389,427,462,499,537,586,638,691,722,782,839,903,952,1005,1048,1091,1139,1194,1243,1303,1331,1369,1427,1472,1511,1560,1599,1641,1667,1708,1758,1789
"tiangolo/fastapi","FastAPI framework, high performance, easy to learn, fast to code, ready for production",779.5,10.1,,25938,685,2.48,4.34,3.6,,22.64,30.87,41.51,42.13,48.45,35.38,,33.55,0,0,0,0,0,0,0,0,0,0,0,31,154,305,1487,2176,2567,2896,3380,3862,4471,5043,5709,6871,8292,9631,11335,12768,13880,15535,18290,19896,21081,22189,23315,25039,26327
"interpretml/interpret","Fit interpretable models. Explain blackbox machine learning. ",633.6,10,,3387,176,0.64,8.55,3.6,,0.93,1.68,2.87,2.98,3.04,,,5.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012,1334,1594,1691,1836,2027,2125,2204,2276,2337,2394,2458,2629,2754,2841,2953,3059,3124,3259,3334,3431
"microsoft/terminal","The new Windows Terminal and the original Windows console host, all in the same place!",1263.1,7.9,,70894,1335,4.83,3.1,3.59,2.57,13.21,19.1,27.92,29.9,43.1,95.47,,56.18,339,381,432,475,554,618,687,780,839,921,995,1080,1206,1307,1432,1554,38958,44866,46960,48632,50206,51444,52637,53948,55173,56425,57795,59177,62232,64068,65447,66505,67498,68355,69400,70321,71304
"chrieke/awesome-satellite-imagery-datasets","🛰️ List of satellite image training datasets with annotations for computer vision and deep learning",1000,29.3,,1817,116,0.42,10.5,3.59,,1.43,1.97,1.9,2.07,2.02,2,,1.82,0,0,0,0,94,123,144,174,195,211,253,305,358,396,474,519,589,655,718,771,826,887,954,1030,1084,1134,1184,1246,1313,1369,1442,1523,1575,1647,1702,1759,1835
"fastnlp/fastNLP","fastNLP: A Modularized and Extensible NLP Framework. Currently still in incubation.",1055.3,40.5,,1967,122,0.44,10.2,3.58,,0.36,1.18,2.33,1.99,2.56,2.45,,1.87,0,0,5,6,6,7,7,11,19,37,53,98,176,203,274,363,483,573,660,733,798,872,924,977,1031,1073,1149,1277,1407,1515,1603,1654,1714,1754,1840,1930,1978
"azl397985856/leetcode"," LeetCode Solutions: A Record of My Problem Solving Journey.( leetcode题解，记录自己的leetcode解题之路。)",1032.5,10.4,,39336,893,3.23,3.73,3.56,,11.29,18.44,23.81,27.17,38.2,,,58.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,7857,11343,13346,15184,18558,20437,22273,23527,25369,26879,28323,29984,31985,33138,34354,35326,36348,37139,37935,38751,39435
"open-mmlab/mmediting","OpenMMLab Image and Video Editing Toolbox",521.3,11.6,,1792,114,0.41,10.46,3.56,,0.93,1.38,1.53,2.12,2.79,,,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,469,540,634,707,774,850,912,993,1072,1142,1406,1538,1600,1651,1699,1749,1817
"cleardusk/3DDFA","The PyTorch improved version of TPAMI 2017 paper: Face Alignment in Full Pose Range: A 3D Total Solution.",941.3,20.8,,2898,157,0.57,8.91,3.56,,0.64,0.89,1.28,1.65,1.73,2.12,,3.08,0,0,0,0,0,0,27,52,63,94,839,1273,1346,1465,1569,1662,1740,1823,1901,1961,2034,2094,2156,2214,2264,2311,2360,2435,2490,2543,2596,2641,2734,2780,2820,2870,2909
"PaddlePaddle/PaddleDetection","Object detection and instance segmentation toolkit based on PaddlePaddle.",458.6,10.3,,2196,130,0.47,9.74,3.55,1,1.93,2.43,5.38,8.43,5.65,,,4.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,56,112,142,172,245,302,431,567,668,1022,1403,1716,1843,2132,2241
"ipython-contrib/jupyter_contrib_nbextensions","A collection of various notebook extensions for Jupyter",2753.2,12,,4471,209,0.76,7.69,3.55,,0.43,0.95,1.22,1.23,1.51,2.1,2.24,1.63,1821,1932,2036,2145,2228,2309,2389,2463,2544,2636,2729,2837,2938,3041,3153,3247,3337,3410,3519,3596,3666,3736,3805,3856,3921,3985,4044,4107,4156,4197,4248,4288,4328,4362,4406,4443,4484
"keras-team/keras-tuner","Hyperparameter tuning for humans",598.9,33.1,,2208,130,0.47,9.68,3.53,,0.36,0.82,0.9,1.24,1.62,,,3.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,755,915,1147,1213,1300,1466,1559,1614,1688,1740,1809,1868,1937,1980,2042,2088,2125,2160,2181,2215
"arXivTimes/arXivTimes","repository to research & share the machine learning articles",1552.7,39.3,,3422,174,0.63,8.36,3.53,,0.5,0.85,1.01,1.13,1.24,1.88,,2.22,938,1019,1100,1182,1282,1390,1523,1609,1738,1814,1891,1974,2047,2114,2178,2324,2411,2533,2636,2685,2744,2806,2854,2923,2969,3020,3062,3118,3147,3183,3214,3259,3297,3329,3357,3395,3435
"DEAP/deap","Distributed Evolutionary Algorithms in Python",2441,9.2,,4039,194,0.7,7.9,3.52,,0.43,0.82,1.63,1.77,1.96,2.09,1.98,1.66,1591,1673,1761,1836,1904,1992,2068,2147,2220,2297,2372,2437,2508,2591,2663,2745,2821,2890,2962,3029,3079,3136,3197,3273,3318,3382,3436,3507,3568,3648,3713,3770,3824,3886,3954,4010,4045
"eclipse/deeplearning4j","Eclipse Deeplearning4j, ND4J, DataVec and more - deep learning & linear algebra for Java/Scala with GPUs + Spark",2616.8,9.2,,11918,398,1.44,5.49,3.51,,1,1.28,1.49,1.58,1.86,2.79,5.59,4.57,7710,7889,8108,8325,8545,8746,8963,9094,9211,9328,9463,9708,9877,10023,10188,10339,10491,10617,10711,10814,10917,11003,11095,11171,11239,11322,11377,11439,11513,11572,11629,11684,11731,11781,11828,11878,11933
"PaddlePaddle/PaddleOCR","Awesome multilingual OCR toolkits based on PaddlePaddle （practical ultra lightweight OCR system, provide data annotation and synthesis tools, support training and deployment among server, mobile, embe...",262.4,7.8,,8405,315,1.14,6.16,3.51,,8.64,15.25,42.6,35.15,,,,32.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,602,1987,2778,3754,4514,6826,7937,8468
"James-Yu/LaTeX-Workshop","Boost LaTeX typesetting efficiency with preview, compile, autocomplete, colorize, and more.",1491.5,9.6,,6866,275,0.99,6.59,3.51,,3.14,4.57,6.55,5.99,6.17,6.39,,4.6,538,607,711,938,1100,1210,1322,1434,1582,1734,1896,2022,2198,2304,2554,2877,3154,3325,3480,3696,3910,4019,4210,4433,4610,4824,5033,5215,5414,5585,5767,5898,6093,6263,6490,6721,6932
"google-research/football","Check out the new game server:",602.3,9.3,,2595,144,0.52,9.13,3.51,,1.43,1.48,1.82,2.55,2.22,,,4.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,941,1104,1310,1438,1591,1648,1745,1784,1824,1864,1926,2068,2105,2128,2164,2190,2428,2501,2548,2626
"thunlp/OpenNRE"," An Open-Source Package for Neural Relation Extraction (NRE)",1429.6,10.8,,2940,156,0.56,8.73,3.5,,0.71,1.15,1.8,1.98,2.19,2.53,,2.06,320,339,377,406,433,464,550,619,763,854,923,1013,1088,1134,1238,1333,1395,1448,1511,1576,1632,1709,1959,2061,2140,2189,2282,2362,2446,2512,2577,2641,2711,2773,2839,2903,2955
"microsoft/nlp-recipes","Natural Language Processing Best Practices & Examples",661.1,19,,5348,232,0.84,7.14,3.5,,0.71,0.99,1.79,2.12,5.28,,,8.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,15,23,50,1525,1672,1799,2969,3419,3629,3747,4299,4613,4869,4961,5064,5135,5185,5234,5318,5368
"academic/awesome-datascience",":memo: An awesome Data Science repository to learn and apply for real world problems.",2396.6,14.4,,15134,465,1.68,5.05,3.5,,1.86,4.24,9.15,8.12,11.99,8.52,7.31,6.35,6710,6956,7185,7346,7544,7750,7927,8085,8277,8426,8597,8731,8910,9090,9277,9456,9595,9743,9877,10044,10217,10360,10483,10611,10752,10940,11268,12051,12597,12812,13648,13844,14056,14296,14772,15001,15157
"rasbt/mlxtend","A library of extension and helper modules for Python's data analysis and machine learning libraries.",2356.8,16,,3282,168,0.61,8.42,3.5,,0.5,0.72,1.44,1.57,1.65,1.84,1.68,1.39,1213,1262,1322,1402,1458,1511,1560,1604,1664,1718,1794,1888,1937,1992,2052,2117,2183,2271,2327,2388,2454,2525,2586,2627,2679,2732,2780,2829,2894,2942,2994,3058,3107,3149,3200,3258,3300
"HIT-SCIR/ltp","Language Technology Platform",3526.3,14.6,,3083,161,0.58,8.59,3.5,,0.93,1.22,2.3,2.3,2.09,1.81,1.5,0.87,1147,1183,1245,1302,1358,1416,1480,1518,1560,1594,1652,1715,1764,1800,1861,1934,1986,2044,2087,2140,2173,2210,2251,2293,2321,2340,2372,2408,2446,2573,2663,2720,2799,2872,2949,3045,3105
"apache/hadoop","Apache Hadoop",2342.6,7.9,,11227,380,1.37,5.57,3.49,0.29,1.29,2.27,3.16,3.54,3.81,4.33,5.45,4.81,4931,5375,5861,6311,6699,7043,7196,7320,7466,7606,7769,7918,8067,8191,8360,8534,8724,8872,9030,9171,9323,9461,9588,9730,9838,9926,10045,10188,10317,10439,10582,10718,10841,10941,11043,11160,11245
"ieee8023/covid-chestxray-dataset","We are building an open database of COVID-19 cases with chest X-ray or CT images.",345.9,15.2,,2514,140,0.51,9.16,3.49,,0.43,0.99,1.6,1.83,,,,7.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1096,1771,1984,2096,2178,2240,2305,2365,2421,2481,2520
"apache/airflow","Apache Airflow - A platform to programmatically author, schedule, and monitor workflows",2114.1,10,,20055,557,2.01,4.57,3.48,,8,11.97,16.33,14.58,13.51,13.12,10.1,9.73,6754,6977,7235,7502,7879,8181,8481,8822,9132,9396,9696,10059,10486,10837,11294,11680,12068,12476,12927,13326,13738,14082,14416,14792,15137,15547,15892,16255,16631,17028,17407,17760,18237,18577,19275,19703,20219
"ZuzooVn/machine-learning-for-software-engineers","A complete daily plan for studying to become a machine learning engineer.",1569,31.5,,24664,640,2.31,4.27,3.48,,2.57,4.37,4.26,4.79,4.76,5.96,,15.73,17057,17310,17593,17874,18127,18335,18571,18940,19264,19510,19739,20004,20312,20527,20769,21099,21308,21507,21699,21908,22095,22294,22443,22733,22923,23058,23219,23363,23541,23659,23787,23960,24151,24273,24393,24528,24719
"jantic/DeOldify","A Deep Learning based project for colorizing and restoring old images (and video!)",816.9,12,,12612,407,1.47,5.31,3.46,,2.86,6.15,9.18,10.2,10.68,10.67,,15.46,0,0,0,0,0,0,0,0,0,0,3807,4491,4815,4986,5227,5363,6286,6575,7045,7522,7840,8020,8202,8392,8704,9050,9315,9656,10165,10434,10740,11230,11456,11764,12060,12416,12661
"psf/black","The uncompromising Python code formatter",1048.1,7.8,,19183,538,1.94,4.61,3.46,,5.5,8.19,10.83,13.28,13.98,16.54,,18.31,0,0,1248,1621,3090,4232,4610,5023,5387,5851,6185,6558,7094,7577,8118,8578,10064,10734,11268,11893,12268,12773,13301,13679,14067,14557,15020,15503,15911,16328,16745,17124,17822,18181,18561,18921,19253
"tensorflow/graphics","TensorFlow Graphics: Differentiable Graphics Layers for TensorFlow",748.4,10,,2386,134,0.48,9.24,3.46,,0.21,0.76,0.76,0.83,1.04,,,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1364,1616,1721,1785,1846,1899,1941,1975,2005,2028,2058,2107,2155,2197,2234,2276,2296,2317,2335,2363,2394
"norvig/pytudes","Python programs, usually short, of considerable difficulty, to perfect particular skills.",1426.6,25.6,,15058,455,1.64,4.97,3.44,,10.43,26.3,11.42,7.19,6.71,5.22,,10.57,8336,8735,9358,9636,9804,9933,10112,10315,10453,10707,10885,11104,11252,11389,11526,11700,11808,11904,11996,12099,12174,12349,12439,12533,12616,13151,13356,13454,13568,13658,13752,13857,13939,14023,14146,14266,15122
"iperov/DeepFaceLab","DeepFaceLab is the leading software for creating deepfakes.",966.3,12.3,,22878,602,2.18,4.33,3.44,,8.57,14.43,27.9,25.66,30.25,30.02,,23.68,0,0,0,0,0,42,57,103,134,201,335,496,950,1390,1995,2443,2866,3673,4927,5889,9454,10198,10821,11253,11825,12374,12821,13384,14108,16573,18181,18994,19716,20318,21300,22425,22961
"microsoft/hummingbird","Hummingbird compiles trained ML models into tensor computation for faster inference.",319,11.9,,2163,125,0.45,9.51,3.44,,1.57,7.4,4.71,3.23,,,,8.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1377,1571,1611,1668,1730,1778,1936,2183
"microsoft/dowhy","DoWhy is a Python library for causal inference that supports explicit modeling and testing of causal assumptions. DoWhy is based on a unified language for causal inference, combining causal graphical ...",970.3,32.2,,2598,141,0.51,8.93,3.44,,1.21,1.87,3.06,2.9,3,2.75,,2.69,0,0,0,0,0,6,94,317,423,464,507,532,592,710,784,836,885,925,1074,1183,1261,1315,1378,1436,1503,1621,1765,1839,1916,1995,2069,2135,2232,2318,2418,2541,2630
"IntelLabs/coach","Reinforcement Learning Coach by Intel AI Lab enables easy experimentation with state of the art Reinforcement Learning algorithms",1212.1,35.4,,1893,114,0.41,9.91,3.43,,0.29,0.46,0.55,0.73,0.85,1.14,,1.59,545,570,620,649,689,729,752,777,821,859,886,966,1059,1096,1144,1189,1221,1267,1327,1373,1424,1468,1512,1556,1583,1614,1644,1671,1701,1733,1760,1792,1815,1843,1861,1879,1898
"deepmind/acme","A library of reinforcement learning components and agents",269.5,10.2,,1868,113,0.41,9.95,3.43,,0.64,1.12,1.75,1.72,,,,7.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401,1555,1614,1664,1707,1755,1833,1881
"xtensor-stack/xtensor","C++ tensors with broadcasting and lazy computing",1548.4,8,,2101,122,0.44,9.55,3.43,,0.5,0.99,0.95,1.02,1.19,1.42,,1.36,476,513,552,578,607,650,677,710,759,824,916,975,1065,1116,1164,1228,1290,1348,1386,1427,1485,1519,1574,1622,1666,1705,1742,1792,1840,1885,1915,1947,1990,2015,2040,2072,2108
"facebookresearch/LASER","Language-Agnostic SEntence Representations",950.2,17.1,,2690,144,0.52,8.81,3.43,,0.07,0.99,1.07,1.01,1.53,2.14,,2.85,0,0,0,0,0,16,119,124,129,131,133,142,1125,1496,1584,1632,1696,1741,1836,1890,1920,1979,2041,2084,2131,2286,2334,2372,2413,2475,2506,2527,2555,2593,2623,2660,2697
"psf/requests","A simple, yet elegant HTTP library.",3634.1,14.3,,44352,930,3.36,3.45,3.42,1.57,4.93,7.07,8.47,8.79,9.9,11.93,15.59,12.21,28503,29050,29891,30528,31161,31699,32334,32879,33433,34011,34557,35129,35653,36145,36679,37253,37679,38091,38562,38974,39440,39780,40088,40418,40747,41052,41424,41794,42135,42458,42757,43053,43322,43589,43868,44147,44628
"cool-RR/PySnooper","Never use print for debugging again",648.3,28.1,,14147,434,1.57,5.05,3.42,,1.43,2.24,3.98,3.29,3.36,,,21.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7276,10452,11339,11911,12095,12317,12485,12616,12794,12919,12995,13124,13210,13293,13453,13546,13634,13715,13783,13951,14078,14202
